
#equate metro16msu.105 tron16msu.5

#survey ^tron16msu
#survey_title Тронный 2016 МГУ, съемка зизагом для посмтроение поверхности
#survey_team Ковешников П. Янина А.
#survey_date 09,10 января 2016 г. 


36 - 0.7 - -90

37 38 14.5 192 0.2
37 - 32.5 - 90
37 - 0.7 - -90

38 39 17.2 189 6.8 #ztn #red
38 - 30 - 90
38 - 0.6 - -90
38 - 7.3 15 -22.2

39 40 14.27 333 -2.4 
39 - 24 - 90
39 - 1.3 - -90
39 - 13.7 178 36.7

40 41 12.14 356 -9.4 #com питерская площадка
40 - 28 - 90
40 - 1.2 - -90


41 42 10 358 10.1
41 - 0 - -90
41 - 38 - 90

42 43 26 5 4.5
42 - 37 - 90
42 - 0.8 - -90

43 44 12.7 6 15.6 #ztn #red
43 - 31 - 90
43 - 0.2 - -90 

44 45 22.3 216 -5.9
44 - 26.8 - 90
44 - 0.6 - -90
44 - 18 25 34.4
44 - 14 25 -4

45 46 12.3 211 -14.7
45 - 1 - -90
45 - 33.4 - 90

46 47 19.8 203 -6.5
46 - 35 - 90
46 - 2 - -90
46 - 11 205 -29

47 48 11.7 167 -11.2
47 - 34 - 90
47 - 1.5 - -90

48 49 22.4 147 -22.8 #ztn #red
48 - 30 - 90
48 - 0.6 - -90

49 50 24.3 308 17.2 
49 - 23 - 90
49 - 0.6 - -90
49 - 16 141 -12
49 - 16 141 52.6 

50 51 2 5 12.4
50 - 23 - 90
50 - 1.5 - -90

51 52 11 14 8.4
51 - 25.5 - +90
51 - 0.3 - -90

52 53 35.8 12 4.7
52 - 34.5 - +90
52 - 1.3 - -90

53 54 27.4 328 13.2 #ztn #red
53 - 33.7 - 90
53 - 0.8 - -90
53 - 46 190 40.3
53 - 22.7 190 -16

54 55 3.9 171 13.7 
54 - 32.8 - +90
54 - 1.5 - -90
54 - 30.5 325 38.4
54 - 33.5 340 0
54 - 19 328 -23

55 56 23.5 186 -11.2
55 - 32 - +90
55 - 0.3 - -90
55 - 5 180 -30

%10.01 Янина Ковешников

56 57 14.6 193 -23.9
56 - 35 - 90
56 - 0.9 - -90

57 58 11.43 173 -5.4
57 - 6.2 163 -27.8
57 - 32 - 90
57 - 0.8 - -90

58 59 16.76 228 2.9 #ztn #red
58 - 31 - 90
58 - 1 - -90

59 60 16.36 352 -8.3 
59 - 7.3 210 -9.8
59 - 11.22 210 55.1
59 - 20.4 - 90
59 - 0.4 - -90

60 61 23.36 12 12.5
60 - 10.5 202 -19.4
60 - 32.8 - 90
60 - 0.5 - -90

61 62 12.57 38 14.9
61 - 38 - 90
61 - 1 - -90

62 63 13.13 6 3.5
62 - 36.7 - 90
62 - 1 - -90

63 64 31.28 333 -8.3 #ztn #red
%63 - 0 0 0
63 - 22.4 333 -21.6
63 - 31.5 - 90
63 - 5.3 - -90 

64 65 10.1 230 -29.4
64 - 19.6 12 62.9
64 - 5 2 23
64 - 22 - 90
64 - 0.5 - -90

65 66 21.9 182 -18.5
65 - 13 188 -36.9
65 - 28 - 90
65 - 0.8 - -90

66 67 22.5 168 12.1
66 - 38 - 90
66 - 0.35 - -90

67 68 8.88 196 -2.4
67 - 34.4 - 90
67 - 0.6 - -90

68 69 25.84 231 8.6 #ztn #red #com "питерский" водокап, около 17 пикета Дегтерева %Z
68 - 9.8 229 -7.6
68 - 32.7 - 90
68 - 0.4 - -90

69 70 30 359 -14.8 
69 - 5 213 -19.6
69 - 15 348 -24
69 - 20 - 90
69 - 0.4 - -90

70 71 23.8 34 9.7 
70 - 10 195 5.7
70 - 4.8 35 -44
70 - 15.7 35 -2.3
70 - 31.6 - 90
70 - 1.7 - -90

71 72 25 6 0 #ztn #red
71 - 0 0 0
71 - 9.8 40 -5.5
71 - 18 10 -16.8
71 - 28.4 - 90

72 73 22.6 227 -9.8 
72 - 6.7 5 23.5
72 - 4.7 225 -25.7
72 - 22 - 90
72 - 0.8 - -90

73 74 19.3 200 -12.2
73 - 12.2 42 -16
73 - 26.4 - 90
73 - 0.5 - -90

74 75 17.87 206 -7.3
74 - 6 210 -31
74 - 28.7 - 90
74 - 0.8 - -90

75 YK2 11.5 215 -21.5 #ztn #red 
75 - 9 215 -31.6
75 - 22 - 90
75 - 0.5 - -90

YK2 77 11 348 5.1 %Z #com 16 пикет дегтерева 
YK2 - 8 - 90
YK2 - 1.5 - -90

77 78 5.4 29 3.7 
77 - 4.4 210 -32
77 - 9.7 210 64
77 - 18.8 - 90
77 - 0.88 - -90

78 79 30.9 24 8.7
78 - 4 45 -48
78 - 14 25 -9.2
78 - 31.8 30 56.2
78 - 19.7 - 90
78 - 1.2 - -90

79 80 11.8 342 -16.8 #ztn #red
79 - 26.3 - 90
79 - 0.8 - -90

80 81 15.13 230 -13.2 
80 - 17 330 -20
80 - 17.56 330 22
80 - 24 - 90
80 - 1 - -90

81 82 15.7 207 -21.7 #ztn #red
81 - 22 - 90
81 - 0.5 - -90

82 83 12.6 338 -13.9
%82 - 5.5 230 -18
%82 - 16 230 74
82 - 18 - 90
82 - 0.5 - -90

83 84 9 342 11.9
%83 - 4.7 230 -53
%83 - 9.3 240 50.3
83 - 20.5 - 90
83 - 0.5 - -90

84 85 13.87 44 2.7
%84 - 3.76 270 -7
84 - 10 - 90
84 - 0.5 - -90


85 86 4.8 45 4
%85 - 12.2 280 -10.2
85 - 16 - 90
85 - 0 - -90
%85 - 14.3 275 53.5
85 - 9 0 -18.2
85 - 13.4 0 58

#end_z_survvey

86 D14 10.5 279 -10.4 #com 14й пикет Дегтерева
86 - 9 45 14.4
86 - 13 25 71
86 - 13.7 - 90
86 - 0.5 - -90

D14 - 0 0 0

#end_convex_surf
#end_survey

#equate tron16msu.YK2 petin16msu.YK2

#survey ^petin16msu
#survey_team Ковешников П. Янина А.
#survey_date 10 января 2016 г. 

YK2 87 6.43 247 -37.1
YK2 - 3.8 325 -27.6
YK2 - 5.8 325 53.2
YK2 - 7.6 160 50.9
YK2 - 7.5 160 -1.8
YK2 - 4.3 180 -29.6
YK2 - 9 - 90

87 88 8.3333 283 -23.4
87 - 6.3 160 4.2
87 - 6.7 175 -13.5
87 - 5.39 320 -24.6
87 - 1.5 - 90
87 - 1 - -90

88 89 15 241 -23.8
88 - 8 155 -15.2
88 - 8.6 170 33.5
88 - 12 210 54.2
88 - 1 350 -66
88 - 4 - 90

89 90 4.1 238 -27.5
89 - 3 180 -27.5
89 - 11.5 190 72.5
89 - 6.8 320 77.2
89 - 1.3 345 -28.4

90 91 7.45 261 -46.7
90 - 2.4 290 33.4
90 - 1 15 -14.6
90 - 1.4 30 -72.6
90 - 0.6 75 -60

91 92 8 283 19.1
91 - 0.5 180 -4.5
91 - 7 313 77.5
91 - 2 350 -24

92 93 3.7 266 -7.8
92 - 1.7 180 25
92 - 2.6 340 11.7
92 - 2.6 165 -53
92 - 16 - 90

93 94 4.17 288 -47.2
93 - 3 170 47.6
93 - 4 310 60.8
93 - 2.3 310 -50
93 - 0 0 0
93 - 14.6 - 90
93 - 0.7 - -90

94 95 3.7 247 -11.2 #com слева колодц с сильеым воодотоком h > 25м
94 - 3.4 200 33.6
94 - 2.6 300 72.5
94 - 0.44 5 -4.7
94 - 0.7 170 -38.6

 

95 96 8.5 287 21.1
95 - 3.3 205 47
95 - 11.6 215 -32.2
95 - 4 350 63.8
95 - 0 0 0
95 - 3 55 -25.5

96 97 8.4 256 14.6 #com капает сверху, чисто нет глины% есть спуск на текущий по меандру ручей
96 - 2.7 330 80.2
96 - 3.4 170 37.7
96 - 3.78 185 -36.3
96 - 0 0 0
96 - 2.26 180 -59.5

97 98 3.57 290 13.5
97 - 2.3 290 79.2
97 - 4.8 340 73.7
97 - 0 0 0
97 - 1.48 0 -47.1

98 99 12.5 276 0
98 - 3.6 5 -35.5
98 - 0 0 0
98 - 2 195 -47.5
98 - 1.7 - 90

99 100 4.47 269 35.1 #com первый анкер навески
99 - 0.74 355 -4.5
99 - 3 170 52.8
99 - 1.7 184 35.5
99 - 2 - 90

100 101 6 272 -8.8 #com начало перил
100 - 1.2 15 -61.6
100 - 0.58 210 40.5
100 - 1.6 190 16
100 - 2.5 190 -37.4

101 102 2.26 325 -50.5 
101 - 2.5 20 15.4
101 - 2.2 25 -25.2
101 - 1.3 20 -76.5
101 - 2.7 - 90

102 103 6.62 302 0.4
102 - 5.6 220 63.2
102 - 3.4 340 69.3
102 - 9.6 290 -76.6
102 - 7.3 340 -72.8 

103 104 3.37 263 -0.6  #com пикет 82 дегтерева
103 - 8.5 82 -68
103 - 6.2 10 50
103 - 0 0 0
103 - 5.8 199 49
103 - 2.6 199 -33.2

104 105 2.7 320 -12
104 - 1.5 190 -35
104 - 5.2 190 59
104 - 3.6 20 50.6
104 - 1.2 20 -20.5

105 106 4.24 320 7.6
105 - 3.2 220 -25.6
105 - 2.8 220 0
105 - 2.4 34 31.7
105 - 1.2 34 -13.3
105 - 1.12 - 90

106 107 15.73 281 -2
106 - 4 210 -30
106 - 2.2 210 50.8
106 - 2.5 10 -40.5
106 - 0 0 0
106 - 1.4 236 -67.1
106 - 9.16 - 90

107 108 3.6 316 9.3
107 - 3.4 232 18.1
107 - 1.66 0 -21.8
107 - 11.8 23 74.7

108 109 2.9 301 -21.6
108 - 0.7 30 -18.6
108 - 3.2 205 -1.9
108 - 6 - 90

109 110 5.6 292 -24
109 - 0 0 0
109 - 1.16 200 5.3
109 - 1 - 90

110 111 4.8 302 -8.4
110 - 0 0 0
110 - 1.4 210 -30
110 - 5.3 - 90

111 112 3.1 316 -12.2 #com 86 пикет дегтерева
111 - 0 0 0
111 - 1 210 -16
111 - 4.3 210 50.8
111 - 3.8 18 33
111 - 1.6 30 -56.3
111 - 1 0 -90

112 113 3.76 276 20.4 #com по низу течет ручей
112 - 1.35 222 -23.7 
112 - 5.2 220 65
112 - 5.7 205 58.2
112 - 5 - 90

113 114 2.5 266 40 
113 - 0 0 0
113 - 2.2 168 58.7
113 - 1.2 172 -44
113 - 1.5 - 90

114 115 7 288 36.1
114 - 0 0 0
114 - 0.9 185 -7.3
114 - 2.3 185 48
114 - 4.7 9 69.2
114 - 1 10 -5.3

115 116 6.6 265 13.9
115 - 7.7 180 58
115 - 2 180 -46.7
115 - 7.5 - 90
115 - 1.4 - -90

116 117 6.5 276 6.1
116 - 0 0 0
116 - 3 4 57.7
116 - 1.8 20 -43
116 - 15.3 - 90

117 118 3.27 238 4.1
117 - 0 0 0
117 - 2.7 180 51.4
117 - 1.5 195 -31.7
117 - 1.6 - 90

118 119 3.8 283 -21.8
118 - 1 335 58.9
118 - 2 355 -76.7
118 - 1 - 90
118 - 2 - -90

119 120 6.21 297 -6.8
119 - 0.8 0 36.1
119 - 0 0 -90
119 - 1.8 - 90

120 121 9.8 280 1.3 #com ручей внизу
120 - 1.4 190 27.5
120 - 1 340 -6.5
120 - 6 325 56.6
120 - 16.3 - 90

121 122 6 280 4.9 
121 - 1.8 225 71.4
121 - 1.5 203 51.6
121 - 1.2 - -90
121 - 5.6 - 90

122 123 13.76 287 -2.2 #com уход с воды
122 - 0.8 22 -6.2
122 - 7.7 22 76
122 - 0.6 185 -8
122 - 7 - 90

123 124 2.8 282 30.3
123 - 0.5 200 1.4
123 - 1.2 200 -54
123 - 0.25 10 -1
123 - 9.7 - 90
123 - 0.8 - -90

124 125 5.5 288 25.8
124 - 0.5 180 0 
124 - 0.4 0 0
124 - 7.4 - 90
124 - 1.4 - -90

125 126 8.2 276 10.8
125 - 3.4 356 73.4
125 - 0.6 356 0
125 - 2.2 185 -48.8
125 - 0 0 0
125 - 14.3 - 90

126 127 4.7 288 48
126 - 0 0 0
126 - 1.1 310 71.7
126 - 0.56 10 0 
126 - 0.8 10 -47

127 128' 5 273 25.4
127 - 0 0 0
127 - 0.6 172 0 
127 - 0.7 - 90  
127 - 0.3 - -90

128' 129 7.6 320 13.7
128' - 11 10 64
128' - 17 2 53.1
128' - 5 0 24.4
128' - 1.2 0 -20.7
128' - 4.5 - 90
128' - 1 - -90

129 130 5.7 262 20.4
129 - 11 105 82.2
129 - 7.7 170 63.5
129 - 4.23 165 -21.2
129 - 3.7 - 90

130 131 4.48 270 24.8
130 - 2.25 190 -36.8
130 - 4.7 190 56
130 - 2.6 330 60
130 - 0.6 330 9.3
130 - 0 0 0
130 - 8.7 - 90

128' 132 9 73 2.6

132 133 3.6 330 0
132 - 2.5 283 -41
132 - 4.3 283 11.9
132 - 9.3 283 49.3
132 - 8 120 51
132 - 14 120 0 
132 - 0 0 0
132 - 8 - 90

133 134 10.7 313 -42.6
133 - 1.7 28 -72
133 - 0 0 0
133 - 2.7 30 -30
133 - 2.8 30 39.3
133 - 1.47 320 46.9

134 135 7.067 283 -59
134 - 0 0 0
134 - 1.23 210 -58.7
134 - 1.38 0 -62.9
134 - 2 - -90

135 136 13.25 290 -33.3
135 - 0 0 0
135 - 1 190 -9.6
135 - 4 220 56.3
135 - 6 0 66
135 - 4 10 -44

136 137 12.5 285 -22.5
136 - 4.6 315 -36.5
136 - 3 303 4.6
136 - 3 268 0
136 - 3.4 253 -45.2

137 138 13 270 -30.3 #com второй этаж?
137 - 0.6 160 -8.9
137 - 8.5 216 55
137 - 9.6 350 66.8
137 - 2.6 340 -12.6
137 - 9 - 90

138 139 4.15 263 -52 
138 - 9.3 337 87.1
138 - 10.7 160 81.5
138 - 1.5 335 -28.6
138 - 1.3 170 -50.8

139 140 8.9 249 -8.8 #com водоток сверху
139 - 14 274 -58.3
139 - 13 245 -58.4
139 - 5.8 292 62.2
139 - 14.2 268 72.6
139 - 14.8 240 67.3
139 - 5 215 25.3

140 141 8 265 7.3 
140 - 4 350 0
140 - 1.3 170 0
140 - 9 - -90
140 - 6.5 - 90

141 YK3 4 330 -32
141 - 0 0 0
141 - 8 350 56
141 - 5.5 0 -22
141 - 1.7 - -90

#end_survey

#equate metro16msu.76 kaspan16msu.76

#survey ^kaspan16msu 
#survey_team Янина A., Гончарик И. Словоохотов И.
#survey_date 12,18 января 2016 г. 

76 1 12.93 279 -57.6

1 2 5.38 279 -22.2
1 - 0.52 15 0.8
1 - 3.8 200 -5.2
1 - 2.13 278 -35.5
1 - 6.14 311 -13.7
1 - 4.58 141 31.9

2 3 16.49 50 88.4 #com Каскад Панасенко. Полка.
2 - 0 0 0
2 - 3.177 313 -9.4
2 - 1.888 28 -2.8
2 - 1.41 124 34.1

3 - 2.67 280 0 % прямо
3 - 1.85 100 0 % назад
3 - 0 190 0 % лево
3 - 1.45 10 0 % право

3 4 4.15 41.5 63.2 
4 - 2.95 280 0
4 - 4.5 100 0 
4 - 0 10 0
4 - 1 190 0

4 5 2.75 173.5 57.6
5 - 3.6 290 0
5 - 3.8 110 0
5 - 0 200 0
5 - 1 20 0

5 6 11.3 49 85.4
6 - 1.85 281 0 
6 - 0 101 0 
6 - 1 11 0
6 - 0.5 191 0

6 7 8.79 286.5 74
7 - 5.8 275 0
7 - 5.6 95 0
7 - 1.17 5 0
7 - 0 185 0

7 8 14.69 300 70.7 #com анкер верхней V-шки, вход в завал 
8 - 0.5 282 0
8 - 2 102 0
8 - 1 12 0
8 - 2.8 192 0


%8 8* 1.56 14 30.6 % пряой азимут. анкер верхней V-шки


8 9 7.85 31 46.9 
9 - 5 275 0
9 - 3.7 95 0
9 - 1.5 185 0
9 - 0 5 0

8 10 3.53 19 54.7
10 - 2.13 - 90
10 - 1.61 - -90
10 - 2.30 300 25
10 - 3 100 0
10 - 3.57 100 35

10 12 4.25 14 42 #com узел Y
12 - 2.34 - 90
12 - 3.07 194 -49.9
12 - 2.58 235 -6.9
12 - 4.5 131 1

12 13 4.61 254 39.2 
13 - 1.5 - 90
13 - 1.5 - -90
13 - 0.93 191 -2.8
13 - 0.72 323 21.5

13 14 4.27 31 35.1

14 15 6.07 188 11.5
14 - 2.41 270 -14.4
14 - 5.18 90 40.7
14 - 1.36 - 90
14 - 2.58 244 -69.6

15 16 4.74 265 17.6
15 - 2 - 90
15 - 1.12 184 21.2
15 - 0.69 0 45.4
15 - 0.5 - -90

16 17 4.48 10 36.3
16 - 1.19 220 20.8
16 - 0.61 38 3.3
16 - 1.6 - 90
16 - 0.54 - -90

17 18 3 180 24.1
17 - 1.26 - -90
17 - 0.8 - 90
17 - 2.3 85 1.4
17 - 3.7 74 -20.7

18 19 2.43 74 41
18 - 0.64 44 12.4
18 - 0 0 0
18 - 0.69 - 90
18 - 1.07 - -90

19 20 2.97 350 20.5
19 - 0.75 - -90
19 - 1.20 - 90
19 - 0.60 106 33.1
19 - 0.48 282 17.9

20 21 2.47 88 48.1 #com первая баханая узость
20 - 0.70 185 16
20 - 2.14 12 4.5
20 - 0.89 - 90
20 - 1.75 102 -41.4
20 - 2.6 51 20

21 22 1.84 140 38.6 
21 - 0.4 210 13
21 - 0.71 190 54.8
21 - 0.2 245 -40

22 23 1.71 48 -19.1 
22 - 0.34 0 0
22 - 0.62 0 90
22 - 0.67 0 -90
22 - 0 180 0

23 24 3.09 272 39.7
23 - 0.47 27 33.2
23 - 1.49 212 26.2
23 - 1.45 0 90
23 - 0.52 0 -90

24 25 1.76 288 1.8
24 - 2.25 0 90
24 - 1 0 -90
24 - 1.22 315 1.25
24 - 1.69 143 -9.6

25 26 2.98 174 20.9 #com турик в камере
25 - 1.62 133 0
25 - 4.5 298 1.8
25 - 1.47 260 45.9
25 - 0.7 0 -90

26 27 4.24 90 32.4 #com камера с веревочкой
26 - 0.65 0 90
26 - 1.3 66 -1.6
26 - 0.65 228 17
26 - 0.68 0 -90

27 28 1.86 353 16.3 
27 - 1.93 47 23.4
27 - 1.80 47 -50.4
27 - 0 0 90
27 - 1.80 0 -90

28 29 3.00 305 48.2 #com вторая баханая узость
28 - 1.11 0 90
28 - 2.00 0 -90
28 - 1.90 242 15.3
28 - 0 75 0

29 30 1.15 233 16.5
29 - 0 0 90 
29 - 0.37 0 -90
29 - 0.50 153 -5.4

30 31 1.98 137 37.3
30 - 1.20 90 41.4
30 - 1.00 120 61.3
30 - 0.40 0 -90
30 - 1.40 48 22.1

31 32 3.61 224 36.3
31 - 0.23 330 0
31 - 0.25 0 90
31 - 0.36 0 -90

32 33 4.49 59 41.5 
32 - 0.69 210 0 
32 - 1.22 23 41.6
32 - 2.00 352 -44.5
32 - 1.62 0 -90
32 - 0.69 - 90

33 34 2.50 62 -10.5
33 - 0 0 0
33 - 1 0 -90 
33 - 0.46 170 2.6
33 - 0.64 340 -7.1

34 35 1.76 343 53.8 #com 1й Томский калибр
34 - 0.68 0 90
34 - 0.58 0 -90
34 - 0.33 283 0

35 36 3.14 120 69.5
35 - 1.32 200 62.9
35 - 0.63 60 -43.6
35 - 1.39 132 28.6
35 - 1.98 352 -39.4

36 37 4.88 255 41.8
36 - 1.38 193 80.6
36 - 1.54 291 29.2
36 - 2.75 198 47.1
36 - 0.58 191 -24.9

37 38 2.30 294 29.2
37 - 1.75 0 -90
37 - 2.80 157 -11.3
37 - 1.18 16 -12.2
27 - 0.94 180 64.9

38 39 2.28 166 73.0 #com зал Чердак
38 - 3 236 73.6
38 - 0.49 146 -5.3
38 - 2.47 312 62.9
38 - 0.34 312 43.7
38 - 2.14 0 90

39 40 3.23 273 -6.4
39 - 0 0 90
39 - 1.65 253 -42.1
39 - 1.62 84 10.7
39 - 0.58 169 7.9
39 - 0.54 336 5.3

40 41 2.28 313 15
40 - 1.59 235 6.8
40 - 1.39 37 11.4
40 - 0.4 0 -90
40 - 0.52 0 90

41 42 4.74 308 -0.7
41 - 1.35 282 69.6
41 - 1.36 300 -67.7
41 - 2.11 20 -1.7
41 - 2.48 30 12.5

42 43 5.69 44 12.5
42 - 2.35 296 -55.9
42 - 2.20 93 59.4
42 - 2.92 135 -2.0
42 - 3.10 161 35.1
42 - 2.00 44 59.5

43 44 5.90 38 6.9 #com большой тур
43 - 5.50 288 -42.8 
43 - 1.74 134 49.6
43 - 2.15 132 -42.1
43 - 1.82 0 -90

44 45 4.26 320 21.4
44 - 1.52 216 5.4
44 - 3.02 253 59.7
44 - 3.85 90 -20.9
44 - 1.29 - 90
44 - 0.4 - -90

45 46  4.94 335 1.0
45 - 1 - -90
45 - 1 - 90
45 - 2.83 226 3.1
45 - 2.56 70 -16.7

46 47 4.67 305 -18.1
46 - 4.1 16 -44.4
46 - 1 240 46.4
46 - 1.3 304 -63.1
46 - 2.74 213 20.8

47 48 7.09 213 16.1
47 - 4.53 172 28.1
47 - 1.85 167 -24.7
47 - 2.32 - -90
47 - 0 0 0
47 - 0.59 - 90

48 49 10.43 276 52.8  #com вход в ходибельный колодец вверх
48 - 1.48 191 3.1
48 - 1.53 - -90
48 - 0 0 90
48 - 4.24 346 -66

49 48 10.43 96 -52.8
49 - 0.5 160 0 
49 - 0.5 340 0
49 - 0.5 70 0
49 - 0.5 250 0

44 50 8.36 144 -24.2

50 51 3.56 233 -20.1
50 - 4 6 56.5
50 - 1.46 181 -38.4
50 - 3.5 - 90
50 - 0.9 - -90
50 - 5.94 113 -36
50 - 3.51 288 66.3

51 52 4.70 161 18.4
51 - 4.78 94 -19.4
51 - 1.84 294 10.3
51 - 4.42 0 90
51 - 0.43 0 -90
51 - 0.73 126 55.1

52 39 2.16 252 3.1
52 - 4.00 71 -56.9
52 - 0.90 253 45.7
52 - 0.81 175 -9.5
52 - 0.95 310 0

% 18.01 Янина, Сибирская галерея

44 53 4.23 14 -16.0 #com малый турик в Чердаке 

53 54 2.39 32 -11.9
53 - 0.2 - -90
53 - 0.66 - 90
53 - 5.12 315 22.1
53 - 3.1 110 -2.4 
53 - 0.99 315 49.3
53 - 0.88 110 43.1

54 55 5.34 40 -41.2
54 - 0 0 90
54 - 0.87 - -90
54 - 2.89 320 -11.5
54 - 1.88 140 6.5

55 56 1.82 73 -58.8 #com Сибирская Галерея 
55 - 0 - 90
55 - 0.61 - -90
55 - 0.55 352 -36.4
55 - 0.6 160 36.4

56 57 2.13 97 -14
56 - 0.45 10 3.9
56 - 0.99 145 -3.4
56 - 0.58 - 90
56 - 0.46 - -90

57 58 2.56 55 -47.9
57 - 0 - 90
57 - 0.42 142 -7
57 - 1.67 336 -12 
57 - 1.99 325 -65.1
57 - 2.06 138 -52.2

58 59 6.87 71.5 -16.7
58 - 0.67 - -90
58 - 1.4 - 90
58 - 2.1 144 51.4
58 - 1.1 144 32.7
58 - 0.86 328 2.9

59 60 8.74 76 -28.9 #com сверху за стенкой приток
59 - 2.75 332 19.2
59 - 3.36 172 5.9
59 - 0 0 0
59 - 0.53 76 -75.5
59 - 2.29 - 90
59 - 4.1 170 39.5
59 - 3.2 330 40.5

60 61 6.81 76 -34.8 
60 - 6.24 143 28.2 
60 - 5.98 143 -25.5
60 - 0 - -90
60 - 2.36 - 90
60 - 3.78 318 26.4
60 - 5.14 61 -37.9

61 62' 4.86 10 -40.8
61 - 7.76 - 90
61 - 10.41 286 68.5
61 - 4.82 286 17.4
61 - 5.72 77 -46.2
61 - 4.66 120 53.0

62' 63 5.72 40 -35.5 #com первый узел навески
62' - 5.92 114 -40.2
62' - 5.9 114 58.8
62' - 7.45 - 90
62' - 3.67 59 -68.3
62' - 5.1 335 1.5
62' - 5.39 335 75

63 62' 5.72 220 35.5 

63 - 1.51 180 -21.9
63 - 4.51 140 -8.5
63 - 2.43 84 39.8
63 - 3.74 46 -29.2

62' 64 7.04 24 -2 #com права сильный приток


64 65 6.571 3 12.2 
64 - 3.24 95 -20.5
64 - 3.16 95 -55.6
64 - 5.6 275 -21.1
64 - 2.45 275 -56.8
64 - 0 - 90
64 - 1.98 - -90

65 66 13.78 16 12 #com справа и слева притоки
65 - 7.21 272 -15.5
65 - 4.27 272 41.1
65 - 3.09 97 4.7
65 - 0 0 -90
65 - 3.2 - +90

66 67 8.75 27 16.4 #com уход в восх. колодец
66 - 13.46 130 39.4
66 - 10.19 130 2
66 - 1.66  130 -33.9
66 - 0 - -90
