
#equate metro16msu.105 tron16msu.5

#survey ^tron16msu
#survey_title Тронный 2016 МГУ, съемка зизагом для посмтроение поверхности
#survey_team Ковешников П. Янина А.
#survey_date 09,10 января 2016 г. 


66 - 6.81 - +90
66 - 5.06 318 9.7

67 68 11.47 44 -11.4 #com завал галереи
67 - 7.61 324 -24.7
67 - 4.19 324 45.7
67 - 7.13 128 44.6
67 - 1.2 128 4.5
67 - 0 0 -90

67 67' 2.62 99 17.2  

67' 67 2.62 279 -17.2
67' - 9.8 99 -0.9
67' - 4.8 270 50.1
67' - 4.45 26 0.4
67' - 6.55 114 10.7

68 69 3.55 335 -25.7 #com вверх уходит колодец с сильной тяго
68 - 3.68 282 -26.6
68 - 1.49 282 -0.7
68 - 2.16 - -90
68 - 2.83 90 -21.4

69 70 6.19 318 15.4 
69 - 2.9 - 90
69 - 0 0 -90
69 - 2.86 50 45.8
69 - 0.97 239 29.1

70 - 1.4 - -90
70 - 4.11 110 75.4
70 - 3.63 209 40.1
70 - 4.13 209 -7.2
70 - 1.25 86 35.6



